date_stolen,make_name,make_type,vehicle_type,model_year,vehicle_color,region,population,population_density
10/24/2021,Subaru,Standard,Stationwagon,2005,White,Canterbury,655000,14.72
10/24/2021,Mazda,Standard,Hatchback,2005,Red,Canterbury,655000,14.72
10/24/2021,Toyota,Standard,Saloon,2007,Silver,Northland,201500,16.11
10/24/2021,Toyota,Standard,Utility,2020,Grey,Gisborne,52100,6.21
10/24/2021,Trailer,Standard,Trailer,2007,Grey,Taranaki,127300,17.55
10/24/2021,Toyota,Standard,Light Van,1992,White,Canterbury,655000,14.72
10/24/2021,Reid,Standard,Boat Trailer,2014,Silver,Bay of Plenty,347700,28.8
10/25/2021,Trailer,Standard,Trailer,1977,Orange,Bay of Plenty,347700,28.8
10/25/2021,Trailer,Standard,Trailer,1998,Blue,Wellington,543500,67.52
10/25/2021,Trailer,Standard,Trailer,2018,Grey,Auckland,1695200,343.09
10/25/2021,Trailer,Standard,Trailer - Heavy,2018,Silver,Canterbury,655000,14.72
10/25/2021,Harley Davidson,Standard,Roadbike,2007,Black,Taranaki,127300,17.55
10/25/2021,Yamaha,Standard,Roadbike,2015,Blue,Manawatū-Whanganui,258200,11.62
10/25/2021,Triumph,Standard,Roadbike,2008,Red,Wellington,543500,67.52
10/25/2021,Honda,Standard,Saloon,1996,White,Otago,246000,7.89
10/25/2021,Mazda,Standard,Hatchback,1997,Green,Auckland,1695200,343.09
10/25/2021,Trailer,Standard,Boat Trailer,1976,Brown,Bay of Plenty,347700,28.8
10/25/2021,Ford,Standard,Hatchback,2009,Blue,Canterbury,655000,14.72
10/25/2021,BMW,Luxury,Saloon,2001,Blue,Canterbury,655000,14.72
10/25/2021,Mazda,Standard,Saloon,2003,Blue,Auckland,1695200,343.09
10/25/2021,Isuzu,Standard,Stationwagon,1997,Black,Canterbury,655000,14.72
10/25/2021,Toyota,Standard,Stationwagon,1991,Grey,Wellington,543500,67.52
10/25/2021,Holden,Standard,Saloon,2006,Grey,Manawatū-Whanganui,258200,11.62
10/26/2021,Yamaha,Standard,Moped,2007,Blue,Auckland,1695200,343.09
10/26/2021,Honda,Standard,Stationwagon,1996,Red,Bay of Plenty,347700,28.8
10/26/2021,Ford,Standard,Saloon,2004,Silver,Bay of Plenty,347700,28.8
10/26/2021,Subaru,Standard,Stationwagon,1998,Red,Otago,246000,7.89
10/26/2021,Isuzu,Standard,Stationwagon,1998,White,Northland,201500,16.11
10/26/2021,Holden,Standard,Stationwagon,2007,Silver,Waikato,513800,21.5
10/26/2021,Lexus,Luxury,Saloon,2008,Silver,Auckland,1695200,343.09
10/26/2021,Mazda,Standard,Stationwagon,2003,Red,Auckland,1695200,343.09
10/26/2021,Subaru,Standard,Stationwagon,2002,Blue,Nelson,54500,129.15
10/26/2021,Ford,Standard,Stationwagon,2010,Grey,Bay of Plenty,347700,28.8
10/26/2021,BMW,Luxury,Stationwagon,2005,Grey,Canterbury,655000,14.72
10/26/2021,Mercedes-Benz,Luxury,Saloon,2004,Silver,Bay of Plenty,347700,28.8
10/26/2021,BMW,Luxury,Saloon,2005,Black,Canterbury,655000,14.72
10/26/2021,Audi,Standard,Stationwagon,2008,Grey,Wellington,543500,67.52
10/26/2021,Mitsubishi,Standard,Light Van,1992,Grey,Wellington,543500,67.52
10/26/2021,Mitsubishi,Standard,Utility,1995,Red,Hawke's Bay,182700,12.92
10/26/2021,Mazda,Standard,Saloon,1991,Green,Otago,246000,7.89
10/26/2021,Nissan,Standard,Utility,1998,Green,Northland,201500,16.11
10/26/2021,Mazda,Standard,Hatchback,1997,Silver,Bay of Plenty,347700,28.8
10/26/2021,Hyundai,Standard,Hatchback,2000,Silver,Northland,201500,16.11
10/27/2021,Trailer,Standard,Trailer,2020,Silver,Bay of Plenty,347700,28.8
10/27/2021,Trailer,Standard,Trailer,2017,Black,Auckland,1695200,343.09
10/27/2021,Trailer,Standard,Trailer,2017,Silver,Manawatū-Whanganui,258200,11.62
10/27/2021,Chrysler,Standard,Saloon,2002,Silver,Nelson,54500,129.15
10/27/2021,Holden,Standard,Saloon,2006,Black,Auckland,1695200,343.09
10/27/2021,Mazda,Standard,Stationwagon,2006,Black,Auckland,1695200,343.09
10/27/2021,Nissan,Standard,Stationwagon,1995,Grey,Southland,102400,3.28
10/27/2021,Mazda,Standard,Saloon,1997,Silver,Canterbury,655000,14.72
10/27/2021,Audi,Standard,Hatchback,2002,Silver,Gisborne,52100,6.21
10/27/2021,Briford,Standard,Trailer,2005,Silver,Auckland,1695200,343.09
10/27/2021,Subaru,Standard,Stationwagon,2003,Blue,Auckland,1695200,343.09
10/27/2021,Subaru,Standard,Stationwagon,2000,Red,Wellington,543500,67.52
10/27/2021,Mazda,Standard,Stationwagon,2005,White,Auckland,1695200,343.09
10/27/2021,Mazda,Standard,Stationwagon,2003,Silver,Wellington,543500,67.52
10/27/2021,Suzuki,Standard,Hatchback,2009,Silver,Canterbury,655000,14.72
10/27/2021,Nissan,Standard,Stationwagon,1997,Silver,Auckland,1695200,343.09
10/27/2021,Toyota,Standard,Saloon,2006,White,Auckland,1695200,343.09
10/27/2021,Honda,Standard,Stationwagon,2004,Silver,Canterbury,655000,14.72
10/27/2021,Toyota,Standard,Utility,1996,White,Canterbury,655000,14.72
10/27/2021,Mercedes-Benz,Luxury,Saloon,2000,Red,Auckland,1695200,343.09
10/28/2021,Rhino,Standard,Trailer,2019,Grey,Northland,201500,16.11
10/28/2021,Trailer,Standard,Trailer,2017,Silver,Manawatū-Whanganui,258200,11.62
10/28/2021,Trailer,Standard,Trailer,2016,Silver,Bay of Plenty,347700,28.8
10/28/2021,SYM,Standard,Moped,2011,Red,Canterbury,655000,14.72
10/28/2021,Nissan,Standard,Hatchback,1998,White,Waikato,513800,21.5
10/28/2021,Ford,Standard,Heavy Van,2005,Blue,Northland,201500,16.11
10/28/2021,Subaru,Standard,Stationwagon,1999,Silver,Wellington,543500,67.52
10/28/2021,Mazda,Standard,Hatchback,2007,Blue,Taranaki,127300,17.55
10/28/2021,Subaru,Standard,Stationwagon,2002,Silver,Otago,246000,7.89
10/28/2021,Nissan,Standard,Stationwagon,2002,White,Auckland,1695200,343.09
10/28/2021,Mazda,Standard,Stationwagon,2002,Silver,Wellington,543500,67.52
10/28/2021,Toyota,Standard,Hatchback,2011,White,Bay of Plenty,347700,28.8
10/28/2021,Subaru,Standard,Stationwagon,2009,White,Canterbury,655000,14.72
10/28/2021,Toyota,Standard,Saloon,2005,White,Auckland,1695200,343.09
10/28/2021,Nissan,Standard,Saloon,2006,Silver,Manawatū-Whanganui,258200,11.62
10/28/2021,Suzuki,Standard,Hatchback,2005,Grey,Wellington,543500,67.52
10/29/2021,Titan,Standard,Trailer,2019,Silver,Auckland,1695200,343.09
10/29/2021,Homebuilt,Standard,Boat Trailer,2019,Silver,Auckland,1695200,343.09
10/29/2021,Trailer,Standard,Trailer - Heavy,2016,Silver,Canterbury,655000,14.72
10/29/2021,Trailer,Standard,Trailer - Heavy,2016,Silver,Auckland,1695200,343.09
10/29/2021,Toyota,Standard,Light Van,2001,White,Auckland,1695200,343.09
10/29/2021,Trailer,Standard,Trailer - Heavy,2021,Grey,Auckland,1695200,343.09
10/29/2021,Nissan,Standard,Utility,1995,White,Canterbury,655000,14.72
10/29/2021,Suzuki,Standard,Roadbike,2013,Black,Auckland,1695200,343.09
10/29/2021,Forza,Standard,Moped,2015,Red,Auckland,1695200,343.09
10/29/2021,TNT Motor,Standard,Moped,2016,Black,Auckland,1695200,343.09
10/29/2021,Ford,Standard,Saloon,2004,Blue,Auckland,1695200,343.09
10/29/2021,Nissan,Standard,Saloon,1995,Grey,Bay of Plenty,347700,28.8
10/29/2021,Ford,Standard,Stationwagon,2001,Red,Bay of Plenty,347700,28.8
10/29/2021,Kea,Standard,Trailer,2005,Silver,Waikato,513800,21.5
10/29/2021,Mazda,Standard,Hatchback,2001,White,Auckland,1695200,343.09
10/29/2021,Trailer,Standard,Trailer,2008,Silver,Gisborne,52100,6.21
10/29/2021,Nissan,Standard,Stationwagon,1996,White,Canterbury,655000,14.72
10/29/2021,Subaru,Standard,Stationwagon,2010,White,Otago,246000,7.89
10/29/2021,Trailer,Standard,Trailer,2011,Silver,Canterbury,655000,14.72
10/29/2021,Nissan,Standard,Other Truck,1993,Blue,Canterbury,655000,14.72
10/30/2021,Trailer,Standard,Trailer,2015,Silver,Northland,201500,16.11
10/30/2021,Aprilia,Standard,Roadbike,2008,Black,Canterbury,655000,14.72
10/30/2021,Trailer,Standard,Trailer - Heavy,2021,Silver,Bay of Plenty,347700,28.8
10/30/2021,Factory Built,Standard,Moped,2018,Black,Canterbury,655000,14.72
10/30/2021,Nissan,Standard,Saloon,1995,Silver,Waikato,513800,21.5
10/30/2021,Honda,Standard,Saloon,2002,Silver,Otago,246000,7.89
10/30/2021,Mazda,Standard,Utility,2006,White,Auckland,1695200,343.09
10/30/2021,Mazda,Standard,Stationwagon,2008,Black,Wellington,543500,67.52
10/30/2021,Nissan,Standard,Light Van,2013,White,Gisborne,52100,6.21
10/30/2021,Trailer,Standard,Caravan,2007,White,Nelson,54500,129.15
10/30/2021,BMW,Luxury,Saloon,2001,Silver,Canterbury,655000,14.72
10/30/2021,Ford,Standard,Utility,2001,Blue,Bay of Plenty,347700,28.8
10/31/2021,Trailer,Standard,Trailer,1996,White,Canterbury,655000,14.72
10/31/2021,Trailer,Standard,Trailer,2016,Silver,Auckland,1695200,343.09
10/31/2021,Caravan,Standard,Caravan,2005,White,Auckland,1695200,343.09
10/31/2021,Harley Davidson,Standard,Roadbike,2000,Black,Auckland,1695200,343.09
10/31/2021,Ford,Standard,Utility,2003,White,Gisborne,52100,6.21
10/31/2021,Mitsubishi,Standard,Saloon,1996,Grey,Wellington,543500,67.52
10/31/2021,Nissan,Standard,Stationwagon,1996,Blue,Auckland,1695200,343.09
10/31/2021,Isuzu,Standard,Stationwagon,2000,Gold,Canterbury,655000,14.72
10/31/2021,Toyota,Standard,Saloon,2006,Silver,Auckland,1695200,343.09
10/31/2021,Honda,Standard,Saloon,2002,Grey,Northland,201500,16.11
10/31/2021,Mitsubishi,Standard,Utility,2018,White,Canterbury,655000,14.72
10/31/2021,BMW,Luxury,Saloon,2018,Blue,Auckland,1695200,343.09
10/31/2021,Ford,Standard,Utility,1999,White,Canterbury,655000,14.72
10/31/2021,Homebuilt,Standard,Trailer,1990,Black,Auckland,1695200,343.09
11/1/2021,Trailer,Standard,Trailer,2018,Silver,Bay of Plenty,347700,28.8
11/1/2021,Trailer,Standard,Trailer,2019,Silver,Auckland,1695200,343.09
11/1/2021,Trailer,Standard,Trailer,2015,Silver,Auckland,1695200,343.09
11/1/2021,Trailer,Standard,Trailer,2016,Silver,Auckland,1695200,343.09
11/1/2021,Trailer,Standard,Trailer,2020,Silver,Manawatū-Whanganui,258200,11.62
11/1/2021,Caravan,Standard,Caravan,2002,White,Northland,201500,16.11
11/1/2021,Honda,Standard,Light Van,2001,Green,Wellington,543500,67.52
11/1/2021,Toyota,Standard,Stationwagon,1993,Silver,Canterbury,655000,14.72
11/1/2021,Ford,Standard,Hatchback,2005,Red,Taranaki,127300,17.55
11/1/2021,Mazda,Standard,Hatchback,2006,White,Auckland,1695200,343.09
11/1/2021,Bedford,Standard,Special Purpose Vehicle,1957,Red,Canterbury,655000,14.72
11/1/2021,Ford,Standard,Utility,2007,Silver,Bay of Plenty,347700,28.8
11/1/2021,Toyota,Standard,Utility,1991,Red,Auckland,1695200,343.09
11/1/2021,Honda,Standard,Saloon,2000,Silver,Wellington,543500,67.52
11/1/2021,Mazda,Standard,Saloon,2005,White,Auckland,1695200,343.09
11/1/2021,Toyota,Standard,Saloon,2005,White,Bay of Plenty,347700,28.8
11/1/2021,Ford,Standard,Utility,2003,Silver,Wellington,543500,67.52
11/1/2021,Isuzu,Standard,Utility,2019,White,Hawke's Bay,182700,12.92
11/1/2021,Holden,Standard,Utility,2003,Silver,Auckland,1695200,343.09
11/1/2021,Holden,Standard,Saloon,2001,White,Waikato,513800,21.5
11/1/2021,BMW,Luxury,Hatchback,2012,Black,Wellington,543500,67.52
11/1/2021,Nissan,Standard,Stationwagon,1989,Black,Auckland,1695200,343.09
11/1/2021,Ford,Standard,Hatchback,1995,Blue,Waikato,513800,21.5
11/1/2021,Mazda,Standard,Saloon,1997,Green,Wellington,543500,67.52
11/2/2021,Briford,Standard,Trailer,2019,Silver,Canterbury,655000,14.72
11/2/2021,Holden,Standard,Saloon,2002,Silver,Northland,201500,16.11
11/2/2021,KTM,Standard,Roadbike,2016,White,Canterbury,655000,14.72
11/2/2021,Toyota,Standard,Stationwagon,1995,Blue,Canterbury,655000,14.72
11/2/2021,Honda,Standard,Stationwagon,1999,Silver,Auckland,1695200,343.09
11/2/2021,Nissan,Standard,Saloon,1998,Silver,Waikato,513800,21.5
11/2/2021,Toyota,Standard,Stationwagon,2005,Silver,Canterbury,655000,14.72
11/2/2021,Honda,Standard,Stationwagon,2006,Black,Northland,201500,16.11
11/2/2021,Holden,Standard,Saloon,2004,Red,Canterbury,655000,14.72
11/2/2021,Mitsubishi,Standard,Saloon,1997,Silver,Auckland,1695200,343.09
11/2/2021,Subaru,Standard,Stationwagon,2005,White,Taranaki,127300,17.55
11/2/2021,Mitsubishi,Standard,Utility,1990,Gold,Wellington,543500,67.52
11/2/2021,Ford,Standard,Utility,1994,White,Auckland,1695200,343.09
11/2/2021,Nissan,Standard,Saloon,1996,Blue,Canterbury,655000,14.72
11/3/2021,Titan,Standard,Trailer,2016,Silver,Bay of Plenty,347700,28.8
11/3/2021,Toyota,Standard,Light Van,2002,Green,Wellington,543500,67.52
11/3/2021,Mitsubishi,Standard,Stationwagon,1999,Blue,Auckland,1695200,343.09
11/3/2021,Volkswagen,Standard,Hatchback,2003,Grey,Auckland,1695200,343.09
11/3/2021,Subaru,Standard,Saloon,2000,White,Auckland,1695200,343.09
11/3/2021,Subaru,Standard,Stationwagon,2001,Red,Bay of Plenty,347700,28.8
11/3/2021,Homebuilt,Standard,Trailer,1989,Blue,Canterbury,655000,14.72
11/3/2021,Mitsubishi,Standard,Saloon,1979,Gold,Auckland,1695200,343.09
11/3/2021,Mazda,Standard,Saloon,2006,Black,Canterbury,655000,14.72
11/3/2021,BMW,Luxury,Saloon,2008,Blue,Auckland,1695200,343.09
11/3/2021,Isuzu,Standard,Utility,2016,Black,Otago,246000,7.89
11/3/2021,Mazda,Standard,Hatchback,1995,White,Bay of Plenty,347700,28.8
11/3/2021,Trailer,Standard,Trailer,2013,White,Auckland,1695200,343.09
11/3/2021,Toyota,Standard,Hatchback,1999,Green,Canterbury,655000,14.72
11/4/2021,Trailer,Standard,Trailer,1997,Silver,Nelson,54500,129.15
11/4/2021,Domett,Standard,Trailer,1977,Red,Auckland,1695200,343.09
11/4/2021,Tractor,Standard,Tractor,2013,Red,Northland,201500,16.11
11/4/2021,Toyota,Standard,Light Van,1996,White,Bay of Plenty,347700,28.8
11/4/2021,Toyota,Standard,Stationwagon,1994,Red,Canterbury,655000,14.72
11/4/2021,Nissan,Standard,Saloon,1996,Green,Gisborne,52100,6.21
11/4/2021,Vespa,Standard,Roadbike,2021,Brown,Auckland,1695200,343.09
11/4/2021,Toyota,Standard,Stationwagon,1994,Silver,Canterbury,655000,14.72
11/4/2021,Isuzu,Standard,Stationwagon,1997,Green,Canterbury,655000,14.72
11/4/2021,Rover,Luxury,Stationwagon,1998,Gold,Taranaki,127300,17.55
11/4/2021,Mitsubishi,Standard,Saloon,2001,White,Waikato,513800,21.5
11/4/2021,Nissan,Standard,Utility,2009,Silver,Bay of Plenty,347700,28.8
11/4/2021,Mazda,Standard,Saloon,2003,White,Wellington,543500,67.52
11/4/2021,Mazda,Standard,Hatchback,2004,White,Gisborne,52100,6.21
11/4/2021,BMW,Luxury,Saloon,1996,Blue,Auckland,1695200,343.09
11/4/2021,BMW,Luxury,Saloon,2008,Blue,Northland,201500,16.11
11/4/2021,Suzuki,Standard,Hatchback,2014,Red,Northland,201500,16.11
11/4/2021,Ford,Standard,Stationwagon,2014,Black,Auckland,1695200,343.09
11/4/2021,Homebuilt,Standard,Trailer,1994,Silver,Taranaki,127300,17.55
11/5/2021,Trailer,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
11/5/2021,Trailer,Standard,Trailer - Heavy,2004,Grey,Auckland,1695200,343.09
11/5/2021,Trailer,Standard,Trailer,1997,Yellow,Gisborne,52100,6.21
11/5/2021,Nissan,Standard,Utility,1990,Green,Canterbury,655000,14.72
11/5/2021,Toyota,Standard,Stationwagon,1996,Blue,Canterbury,655000,14.72
11/5/2021,TNT Motor,Standard,Moped,2018,Black,Auckland,1695200,343.09
11/5/2021,Suzuki,Standard,Roadbike,2006,Black,Wellington,543500,67.52
11/5/2021,Isuzu,Standard,Stationwagon,1997,Green,Canterbury,655000,14.72
11/5/2021,Honda,Standard,Roadbike,2013,White,Auckland,1695200,343.09
11/5/2021,Suzuki,Standard,Hatchback,2005,Blue,Gisborne,52100,6.21
11/5/2021,Ford,Standard,Stationwagon,2005,Black,Auckland,1695200,343.09
11/5/2021,Mazda,Standard,Hatchback,2006,Purple,Otago,246000,7.89
11/5/2021,Nissan,Standard,Stationwagon,2000,White,Bay of Plenty,347700,28.8
11/5/2021,Nissan,Standard,Stationwagon,2001,Silver,Otago,246000,7.89
11/5/2021,Toyota,Standard,Stationwagon,1991,Grey,Canterbury,655000,14.72
11/5/2021,Toyota,Standard,Light Van,2008,Silver,Auckland,1695200,343.09
11/5/2021,Mitsubishi,Standard,Light Van,2012,White,Wellington,543500,67.52
11/5/2021,Honda,Standard,Stationwagon,2004,Grey,Auckland,1695200,343.09
11/5/2021,Subaru,Standard,Hatchback,1996,Silver,Otago,246000,7.89
11/5/2021,Nissan,Standard,Saloon,1997,Red,Manawatū-Whanganui,258200,11.62
11/5/2021,Subaru,Standard,Stationwagon,2000,Silver,Auckland,1695200,343.09
11/6/2021,Piaggio,Standard,Moped,1998,Blue,Auckland,1695200,343.09
11/6/2021,Trailer,Standard,Boat Trailer,1975,Grey,Nelson,54500,129.15
11/6/2021,Trailer,Standard,Trailer,2017,Silver,Canterbury,655000,14.72
11/6/2021,Suzuki,Standard,Moped,2014,Yellow,Wellington,543500,67.52
11/6/2021,Suzuki,Standard,Moped,2020,Brown,Auckland,1695200,343.09
11/6/2021,Mazda,Standard,Utility,2006,White,Wellington,543500,67.52
11/6/2021,Volkswagen,Standard,Hatchback,2001,Silver,Otago,246000,7.89
11/6/2021,Holden,Standard,Saloon,1998,Silver,Auckland,1695200,343.09
11/6/2021,Nissan,Standard,Stationwagon,2010,Grey,Auckland,1695200,343.09
11/6/2021,Toyota,Standard,Utility,2012,Black,Canterbury,655000,14.72
11/6/2021,Honda,Standard,Saloon,2001,Black,Auckland,1695200,343.09
11/6/2021,Mazda,Standard,Stationwagon,2005,Red,Wellington,543500,67.52
11/6/2021,Subaru,Standard,Stationwagon,2004,Blue,Auckland,1695200,343.09
11/6/2021,Nissan,Standard,Saloon,2008,Silver,Auckland,1695200,343.09
11/6/2021,Toyota,Standard,Stationwagon,1998,Green,Canterbury,655000,14.72
11/7/2021,Kea,Standard,Trailer,2002,Silver,Waikato,513800,21.5
11/7/2021,Ford,Standard,Saloon,2005,Blue,Canterbury,655000,14.72
11/7/2021,Nissan,Standard,Stationwagon,1998,Black,Northland,201500,16.11
11/7/2021,Audi,Standard,Stationwagon,2005,Black,Northland,201500,16.11
11/7/2021,Mitsubishi,Standard,Stationwagon,2012,White,Canterbury,655000,14.72
11/7/2021,Mazda,Standard,Stationwagon,2004,Grey,Bay of Plenty,347700,28.8
11/7/2021,Isuzu,Standard,Utility,2015,Silver,Manawatū-Whanganui,258200,11.62
11/7/2021,Nissan,Standard,Stationwagon,2002,Blue,Auckland,1695200,343.09
11/7/2021,Toyota,Standard,Stationwagon,1996,Green,Auckland,1695200,343.09
11/7/2021,Mitsubishi,Standard,Other Truck,1991,Red,Auckland,1695200,343.09
11/7/2021,Toyota,Standard,Utility,1994,Grey,Wellington,543500,67.52
11/8/2021,Trailer,Standard,Boat Trailer,2018,Silver,Canterbury,655000,14.72
11/8/2021,Trailer,Standard,Trailer - Heavy,2014,Silver,Gisborne,52100,6.21
11/8/2021,KTM,Standard,Trail Bike,2020,Orange,Canterbury,655000,14.72
11/8/2021,Trailer,Standard,Trailer - Heavy,2013,Grey,Auckland,1695200,343.09
11/8/2021,Briford,Standard,Trailer - Heavy,2016,Silver,Auckland,1695200,343.09
11/8/2021,Trailer,Standard,Trailer - Heavy,2010,Blue,Canterbury,655000,14.72
11/8/2021,Briford,Standard,Trailer,2016,Silver,Canterbury,655000,14.72
11/8/2021,Trailer,Standard,Trailer,2021,Silver,Taranaki,127300,17.55
11/8/2021,Pinto,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
11/8/2021,Trailer,Standard,Trailer,2018,Black,Northland,201500,16.11
11/8/2021,Mitsubishi,Standard,Stationwagon,2003,Silver,Bay of Plenty,347700,28.8
11/8/2021,Toyota,Standard,Utility,2003,Blue,Bay of Plenty,347700,28.8
11/8/2021,Mazda,Standard,Utility,2004,White,Wellington,543500,67.52
11/8/2021,Mazda,Standard,Hatchback,1992,Red,Canterbury,655000,14.72
11/8/2021,Isuzu,Standard,Flat Deck Truck,2002,White,Nelson,54500,129.15
11/8/2021,Mazda,Standard,Hatchback,1991,Red,Canterbury,655000,14.72
11/8/2021,Trailer,Standard,Trailer,2005,Black,Wellington,543500,67.52
11/8/2021,Mazda,Standard,Stationwagon,2003,Silver,Canterbury,655000,14.72
11/8/2021,BMW,Luxury,Saloon,2002,Green,Bay of Plenty,347700,28.8
11/8/2021,Nissan,Standard,Utility,1998,White,Bay of Plenty,347700,28.8
11/8/2021,Nissan,Standard,Hatchback,2007,Black,Auckland,1695200,343.09
11/8/2021,Mazda,Standard,Utility,2017,White,Auckland,1695200,343.09
11/8/2021,Factory Built,Standard,Trailer,2008,Silver,Nelson,54500,129.15
11/8/2021,Audi,Standard,Sports Car,2008,Grey,Bay of Plenty,347700,28.8
11/8/2021,Trailer,Standard,Trailer,2013,Silver,Canterbury,655000,14.72
11/8/2021,Nissan,Standard,Stationwagon,1992,Gold,Canterbury,655000,14.72
11/8/2021,Trailer,Standard,Trailer,1985,Silver,Auckland,1695200,343.09
11/9/2021,Factory Built,Standard,Moped,2005,Silver,Hawke's Bay,182700,12.92
11/9/2021,Trailer,Standard,Boat Trailer,1980,Grey,Bay of Plenty,347700,28.8
11/9/2021,Sterling,Standard,Caravan,2005,White,Auckland,1695200,343.09
11/9/2021,Titan,Standard,Trailer,2021,Silver,Bay of Plenty,347700,28.8
11/9/2021,Honda,Standard,Roadbike,2011,Red,Waikato,513800,21.5
11/9/2021,Holden,Standard,Saloon,2001,Red,Auckland,1695200,343.09
11/9/2021,Forza,Standard,Moped,2019,Black,Canterbury,655000,14.72
11/9/2021,Suzuki,Standard,Moped,2020,White,Bay of Plenty,347700,28.8
11/9/2021,Volkswagen,Standard,Stationwagon,2007,Grey,Canterbury,655000,14.72
11/9/2021,Nissan,Standard,Saloon,2002,Silver,Auckland,1695200,343.09
11/9/2021,Honda,Standard,Hatchback,1999,Yellow,Auckland,1695200,343.09
11/9/2021,BMW,Luxury,Convertible,2003,Grey,Auckland,1695200,343.09
11/9/2021,Nissan,Standard,Utility,2003,White,Canterbury,655000,14.72
11/9/2021,Mazda,Standard,Stationwagon,2006,Black,Gisborne,52100,6.21
11/9/2021,Toyota,Standard,Utility,2013,Grey,Bay of Plenty,347700,28.8
11/9/2021,Nissan,Standard,Light Van,2012,Silver,Auckland,1695200,343.09
11/9/2021,Mitsubishi,Standard,Stationwagon,2007,Brown,Auckland,1695200,343.09
11/9/2021,Honda,Standard,Saloon,2011,Grey,Auckland,1695200,343.09
